CARID,Name,Receiving Waterbody ID,Receiving Waterbody Name,X,Y,XY Coordinates,Coordinate Description
WW002064506,Kilrea WwTW,UKGBNI1NB030301149,Lower River Bann (Kilrea),293154,413164,293154 413164,Discharge Point Coordinates
WW002064443,Kilross WwTW,UKGBNI1NB030303228,Moyola River (Tobermore),281038,395466,281038 395466,Discharge Point Coordinates
WW002063724,Kilskeery WwTW,Undefined,Undefined,229863,354999,229863 354999,Coordinates of Asset (Discharge Point Unavailable)
WW002063504,Kiltubbrid WwTW,UKGBNI1NB030308236,Tynan River,277127,338180,277127 338180,Discharge Point Coordinates
WW002064048,Kinallen New WwTW,UKGBNI1NE050503046,River Lagan (Bull's Brook),325318,351267,325318 351267,Discharge Point Coordinates
WW002063689,Kinawley WwTW,UKGBNI1NW363604054,Swanlinbar River,223233,330674,223233 330674,Discharge Point Coordinates
WW002063479,Kinego Cottages ST,UKGBNI1NB030307050,Tamnamore Stream,284900,360590,284900 360590,Discharge Point Coordinates
WW002063570,Kinnegar WwTW,UKGBNI6NE090,Belfast Lough Inner,338515,379602,338515 379602,Discharge Point Coordinates
WW002064559,Kinnyglass Road 87 ST,UKGBNI1NB030301073,Macosquin River,282430,423624,282430 423624,Discharge Point Coordinates
WW002064349,Kinturk ST,UKGBNI3NB0032,Lough Neagh,297474,379930,297474 379930,Discharge Point Coordinates
WW002063953,Kircubbin WwTW,UKGBNI6NE170,Strangford Lough South,359292,362305,359292 362305,Discharge Point Coordinates
WW002063865,Knock Terrace RBC,Undefined,Undefined,318261,337077,318261 337077,Coordinates of Asset (Discharge Point Unavailable)
WW002064103,Knockanroe ST,Undefined,Undefined,284624,375217,284624 375217,Coordinates of Asset (Discharge Point Unavailable)
WW002064397,Knockans Carrowreagh ST,UKGBNI1NB030301070,Eden Burn,295612,419609,295612 419609,Discharge Point Coordinates
WW002063598,Knockbrack WwTW,Undefined,Undefined,248658,411438,248658 411438,Coordinates of Asset (Discharge Point Unavailable)
WW002064090,Knockloughrim WwTW,UKGBNI1NB030303154,Moyola River (Castledawson),289663,395589,289663 395589,Discharge Point Coordinates
WW002063752,Knockmoyle WwTW,UKGBNI1NW010108258,Strule River,244370,377895,244370 377895,Discharge Point Coordinates
WW002064013,Knocknagore WwTW,UKGBNI1NB030308256,River Bann (Gilford),308692,351159,308692 351159,Discharge Point Coordinates
WW002063962,Knocknarea Road ST,Undefined,Undefined,322054,364620,322054 364620,Coordinates of Asset (Discharge Point Unavailable)
WW002064308,Knocknatavanna WwTW,UKGBNI1NE040405121,River Dall,322317,428428,322317 428428,Discharge Point Coordinates
WW002063538,Knockonny WwTW,UKGBNI1NB030307175,Ballygawley Water,262142,359258,262142 359258,Discharge Point Coordinates
WW002063662,Lack WwTW,UKGBNI1NW363601060,Glendurragh River,227206,366410,227206 366410,Discharge Point Coordinates
WW002064234,Largy Cottages 1-10 ST,Undefined,Undefined,312506,376669,312506 376669,Coordinates of Asset (Discharge Point Unavailable)
WW002063382,Largy Limavady WwTW,UKGBNI1NW020202018,River Roe (Limavady),267412,418067,267412 418067,Discharge Point Coordinates
WW002064213,Larne WwTW,UKGBNI6NE050,Larne Lough North,341644,402641,341644 402641,Discharge Point Coordinates
WW002064025,Laurelvale Road ST,UKGBNI1NB030308091,Annagh River,299811,348229,299811 348229,Discharge Point Coordinates
WW002064003,Lawrencetown WwTW,UKGBNI1NB030308256,River Bann (Gilford),309788,349065,309788 349065,Discharge Point Coordinates
WW002064365,Leeke Road WwTW,GBNI8NE013,Bush,290611,439731,290611 439731,Coordinates of Asset (Discharge Point Unavailable)
WW002064040,Legacurry Hillsborough WwTW,UKGBNI1NE050503047,Ravernet River (Sprucefield),329007,360361,329007 360361,Discharge Point Coordinates
WW002063758,Legacurry Sixmilecross WwTW,UKGBNI1NW010102008,Eskragh Water (Seskinore),251323,364438,251323 364438,Coordinates of Asset (Discharge Point Unavailable)
WW002063594,Legaghory WwTW,Undefined,Undefined,249860,409922,249860 409922,Coordinates of Asset (Discharge Point Unavailable)
WW002064201,Legatirriff WwTW,UKGBNI1NB030306085,Crew Burn,314791,369049,314791 369049,Discharge Point Coordinates
WW002974289,Legcloghfin Road Cranagh WwTW,UKGBNI1NW010104040,Glenelly River,259287,392621,259287 392621,Discharge Point Coordinates
WW002063848,Leitrim WwTW,UKGBNI1NE050505113,Carrigs River,330579,339093,330579 339093,Discharge Point Coordinates
WW002064153,Lessans WwTW,UKGBNI1NE050505124,Glasswater River,340110,361691,340110 361691,Discharge Point Coordinates
WW002063791,Letterbin WwTW,UKGBNI1NW010104073,Lough Catherine Stream,234495,382913,234495 382913,Discharge Point Coordinates
WW002821283,Letterbreen West WwTW,Undefined,Undefined,217199,339890,217199 339890,Coordinates of Asset (Discharge Point Unavailable)
WW002063707,Letterkeen WwTW,Undefined,Undefined,217454,365098,217454 365098,Coordinates of Asset (Discharge Point Unavailable)
WW002063406,Limavady WwTW,UKGBNI1NW020202024,River Roe (Ballycarton),267417,423930,267417 423930,Discharge Point Coordinates
WW002063401,Limestone Road One ST,Undefined,Undefined,267724,432732,267724 432732,Coordinates of Asset (Discharge Point Unavailable)
WW002063402,Limestone Road Two ST,GBNI8NW016,Roe,267665,432704,267665 432704,Discharge Point Coordinates
WW002063578,Lisbane Road 38-40 ST,UKGBNI1NE050504022,Blackstaff (Ards) River,361468,358700,361468 358700,Discharge Point Coordinates
WW002064150,Lisbarnet Road 47-53 ST,UKGBNI1NE050504057,Blackwater (Ards) River,346410,362898,346410 362898,Discharge Point Coordinates
WW002063699,Lisbellaw WwTW,UKGBNI1NW363602063,Upper Lough Erne,230071,340481,230071 340481,Discharge Point Coordinates
WW002063959,Lisburn WwTW,UKGBNI1NE050503108,River Lagan (Stranmillis),328174,365468,328174 365468,Discharge Point Coordinates
WW002064499,Liscolman WwTW,UKGBNI1NE040404036,Liscolman Feeder,298412,436223,298412 436223,Discharge Point Coordinates
WW002063994,Liscorran Road 3-5 ST,Undefined,Undefined,308980,361287,308980 361287,Coordinates of Asset (Discharge Point Unavailable)
WW002063539,Lisdoart One WwTW,UKGBNI1NB030307175,Ballygawley Water,262200,355054,262200 355054,Discharge Point Coordinates
WW002063535,Lisdoart Two WwTW,UKGBNI1NB030307175,Ballygawley Water,261907,355535,261907 355535,Discharge Point Coordinates
WW002063497,Lisdown WwTW,Undefined,Undefined,282960,346799,282960 346799,Coordinates of Asset (Discharge Point Unavailable)
WW002064129,Lislea Hall Road RBC,Undefined,Undefined,301103,324656,301103 324656,Coordinates of Asset (Discharge Point Unavailable)
WW002064423,Lislea Terrace WwTW,UKGBNI1NB030301068,Inverroe Water,294366,407296,294366 407296,Discharge Point Coordinates
WW002064419,Lismoyle WwTW,UKGBNI1NB030301068,Inverroe Water,288181,409956,288181 409956,Discharge Point Coordinates
WW002063442,Lisnadill WwTW,UKGBNI1NB030307048,Butter Water,288800,339789,288800 339789,Discharge Point Coordinates
WW002064000,Lisnagade Road 54-56 RBC,Undefined,Undefined,308961,343943,308961 343943,Coordinates of Asset (Discharge Point Unavailable)
WW002064507,Lisnagalt WwTW,Undefined,Undefined,290382,433193,290382 433193,Coordinates of Asset (Discharge Point Unavailable)
WW002064435,Lisnagat Road 34 ST,UKGBNI1NE040404035,Moss-side Water,302625,436116,302625 436116,Discharge Point Coordinates
WW002064573,Lisnagat Road 64 ST,UKGBNI1NE040404002,Dervock River (Ballynagor),300743,436522,300743 436522,Discharge Point Coordinates
WW002064500,Lisnagunogue WwTW,UKGBNI1NE040403034,Dunseverick River,297831,443200,297831 443200,Discharge Point Coordinates
WW002064101,Lisnahall WwTW,UKGBNI1NB030304063,Ballinderry River (Derrygonnigan),286738,376901,286738 376901,Discharge Point Coordinates
WW002063399,Lisnakilly WwTW,UKGBNI1NW020202024,River Roe (Ballycarton),266643,423516,266643 423516,Discharge Point Coordinates
WW002063920,Lisnalea WwTW,Undefined,Undefined,302374,332293,302374 332293,Coordinates of Asset (Discharge Point Unavailable)
WW002064353,Lisnamorrow ST,Undefined,Undefined,292796,387359,292796 387359,Coordinates of Asset (Discharge Point Unavailable)
WW002064520,Lisnamuck Coleraine WwTW,UKGBNI1NB030301213,Aghadowey River,285981,421892,285981 421892,Discharge Point Coordinates
WW002064110,Lisnamuck Magherafelt WwTW,UKGBNI1NB030303009,Back Burn,281044,398738,281044 398738,Discharge Point Coordinates
WW002063615,Lisnaragh WwTW,UKGBNI1NW010101071,Burn Dennet River (Ballynamallaght),247719,400020,247719 400020,Discharge Point Coordinates
WW002063685,Lisnarrick WwTW,UKGBNI1NW363601005,Hollow River,219779,358925,219779 358925,Discharge Point Coordinates
WW002063734,Lisnaskea 2 WwTW,UKGBNI1NW363602018,Colebrooke River (Maguiresbridge),233999,333575,233999 333575,Discharge Point Coordinates
WW002064245,Lisnevenagh WwTW,UKGBNI1NB030308243,Lough Neagh Peripherals,312720,392298,312720 392298,Discharge Point Coordinates
WW002064509,Lisnisk WwTW,UKGBNI1NE040405117,Burn Gushet River,291795,434043,291795 434043,Discharge Point Coordinates
WW002064156,Lisowen WwTW,UKGBNI1NE050505124,Glasswater River,343968,356494,343968 356494,Discharge Point Coordinates
WW002064012,Locard Park WwTW,Undefined,Undefined,307912,348407,307912 348407,Coordinates of Asset (Discharge Point Unavailable)
WW002063416,Longfield Eglinton WwTW,UKGBNI6NW251,Lough Foyle,254465,422139,254465 422139,Discharge Point Coordinates
WW002064444,Longfield Moorside Villas WwTW,UKGBNI1NB030303143,Grange Water (Longfield),283566,391567,283566 391567,Discharge Point Coordinates
WW002064550,Longs Glebe WwTW,GBNI8NB014,Lower Bann,276776,434182,276776 434182,Discharge Point Coordinates
WW002063817,Lough Bradan ST,Undefined,Undefined,225801,372275,225801 372275,Coordinates of Asset (Discharge Point Unavailable)
WW002064472,Lough Fea Dunmore ST,Undefined,Undefined,276734,386102,276734 386102,Coordinates of Asset (Discharge Point Unavailable)
WW002063845,Lough Island Reavy Fofanny ST,UKGBNI1NB030308188,Muddock River,329195,333768,329195 333768,Discharge Point Coordinates
WW002063818,Lough Macrory North ST,Undefined,Undefined,257501,376604,257501 376604,Coordinates of Asset (Discharge Point Unavailable)
WW002063739,Lough Macrory South WwTW,UKGBNI1NW010104070,Drumnakilly Burn,257149,375633,257149 375633,Discharge Point Coordinates
WW002064126,Lough Road 29-31 ST,Undefined,Undefined,293888,323171,293888 323171,Coordinates of Asset (Discharge Point Unavailable)
WW002063616,Loughan Road Donemana WwTW,UKGBNI1NW010101045,Burn Dennet River (Dunnamanagh),245300,401338,245300 401338,Discharge Point Coordinates
WW002063500,Loughgall WwTW,UKGBNI1NB030308225,Callan River (Derryscollop),289755,352240,289755 352240,Coordinates of Asset (Discharge Point Unavailable)
WW002064379,Loughguile WwTW,UKGBNI1NE040404050,Flesk Water,308006,424662,308006 424662,Discharge Point Coordinates
WW002064070,Loughinisland Drumgooland WwTW,UKGBNI1NE050505122,Blackstaff (South Down) River,342349,345027,342349 345027,Discharge Point Coordinates
WW002063566,Loughries WwTW,GBNI8NE035,Strangford,352426,372558,352426 372558,Discharge Point Coordinates
WW002063993,Lower Ballinderry WwTW,UKGBNI1NB030306193,Ballinderry River (Co. Antrim),312456,368164,312456 368164,Discharge Point Coordinates
WW002064096,Lower Grange Road ST,Undefined,Undefined,283349,375669,283349 375669,Coordinates of Asset (Discharge Point Unavailable)
WW002639530,Lower Rashee Road ST,UKGBNI1NB030308215,Doagh River,327037,392730,327037 392730,Discharge Point Coordinates
WW002064095,Luney WwTW,UKGBNI1NB030308206,Grange Water (Curran),286422,392787,286422 392787,Discharge Point Coordinates
WW002063907,Lurganare WwTW,UKGBNI1NB060608226,Jerretspass River,307370,332273,307370 332273,Discharge Point Coordinates
WW002063875,Lurgancahone Road One ST,Undefined,Undefined,316657,331411,316657 331411,Coordinates of Asset (Discharge Point Unavailable)
WW002063876,Lurgancahone Road Two ST,UKGBNI1NB060601021,Clanrye River,316831,330757,316831 330757,Discharge Point Coordinates
WW002063977,Lurganville WwTW,UKGBNI1NE050505127,River Lagan (Lisburn),317546,359592,317546 359592,Discharge Point Coordinates
WW002064407,Macfin WwTW,UKGBNI1NB030301214,Lower River Bann (Coleraine),290197,426572,290197 426572,Discharge Point Coordinates
WW002064528,Macosquin WwTW,UKGBNI1NB030308220,Macosquin River (Macosquin),282852,428796,282852 428796,Discharge Point Coordinates
WW002063460,Madden WwTW,UKGBNI1NB030308236,Tynan River,281712,338321,281712 338321,Discharge Point Coordinates
WW002063936,Magee Terrace ST,Undefined,Undefined,296837,326171,296837 326171,Coordinates of Asset (Discharge Point Unavailable)
WW004224973,Maghaberry 2 WwTW,UKGBNI1NE050505127,River Lagan (Lisburn),318317,362986,318317 362986,Coordinates of Asset (Discharge Point Unavailable)
WW002064078,Maghera Down WwTW,UKGBNI1NE050505113,Carrigs River,337220,334285,337220 334285,Discharge Point Coordinates
WW002064445,Maghera Londonderry WwTW,UKGBNI1NB030303228,Moyola River (Tobermore),283758,397622,283758 397622,Discharge Point Coordinates
WW002063788,Magheracoltan WwTW,UKGBNI1NW010104073,Lough Catherine Stream,237326,386368,237326 386368,Discharge Point Coordinates
WW002064324,Magherafelt Road 24-28 ST,Undefined,Undefined,292084,392662,292084 392662,Coordinates of Asset (Discharge Point Unavailable)
WW002064334,Magherafelt WwTW,UKGBNI1NB030303154,Moyola River (Castledawson),293812,392336,293812 392336,Discharge Point Coordinates
WW002064384,Magherahoney WwTW,UKGBNI1NE040405127,Bush River (Ballyhoe),307457,429103,307457 429103,Discharge Point Coordinates
WW002063641,Magheramason WwTW,UKGBNI5NW250030,Upper Foyle,239218,411049,239218 411049,Discharge Point Coordinates
WW002064361,Magheramore Road 89 ST,Undefined,Undefined,307629,436107,307629 436107,Coordinates of Asset (Discharge Point Unavailable)
WW002064222,Magheramorne WwTW,UKGBNI6NE070,Larne Lough South,345058,397875,345058 397875,Discharge Point Coordinates
WW002063461,Magherarville ST,Undefined,Undefined,285250,340890,285250 340890,Coordinates of Asset (Discharge Point Unavailable)
WW002063676,Magheraveely WwTW,UKGBNI1NW363604066,Lacky River,246737,327684,246737 327684,Discharge Point Coordinates
WW002064488,Maghernahar WwTW,UKGBNI1NE040404035,Moss-side Water,304201,440450,304201 440450,Discharge Point Coordinates
WW002063545,Maghery WwTW,UKGBNI1NB030308243,Lough Neagh Peripherals,292170,363493,292170 363493,Discharge Point Coordinates
WW003281170,Magilligan Point WwTW,UKGBNI6NB010,Portstewart Bay,266425,439387,266425 439387,Discharge Point Coordinates
WW002064004,Maglion Terrace WwTW,Undefined,Undefined,310635,344578,310635 344578,Coordinates of Asset (Discharge Point Unavailable)
WW002063831,Main Road Cloughey 103-111 ST,GBNI8NE030,Strangford,365261,357898,365261 357898,Discharge Point Coordinates
WW002064530,Managher WwTW,UKGBNI1NB030301073,Macosquin River,285365,425408,285365 425408,Discharge Point Coordinates
WW002063462,Manor House WwTW,UKGBNI1NB030307044,Callan River (Milford),285845,342537,285845 342537,Discharge Point Coordinates
WW002064236,Manse Road Crumlin ST,UKGBNI1NB030306087,Crumlin River (Crumlin),315350,377141,315350 377141,Discharge Point Coordinates
WW002064046,Manse Road Moneyslane ST,Undefined,Undefined,324009,341394,324009 341394,Coordinates of Asset (Discharge Point Unavailable)
WW002063443,Markethill WwTW,UKGBNI1NB030308218,Cusher River (Tandragee),299648,340463,299648 340463,Discharge Point Coordinates
WW002063543,Marlacoo Road WwTW,UKGBNI1NB030308110,Ballybay River,298668,344817,298668 344817,Discharge Point Coordinates
WW002064261,Martinstown WwTW,UKGBNI1NB030308211,Clogh River,313535,414160,313535 414160,Discharge Point Coordinates
WW002064547,Mayboy WwTW,UKGBNI1NB030301213,Aghadowey River,281550,420660,281550 420660,Discharge Point Coordinates
WW002064522,Mayoghill WwTW,UKGBNI1NB030301072,Mayoghill River,288127,418124,288127 418124,Discharge Point Coordinates
WW002063909,Maytown Road RBC,Undefined,Undefined,304590,330698,304590 330698,Coordinates of Asset (Discharge Point Unavailable)
WW002063970,McCandless Terrace WwTW,UKGBNI1NE050503098,Eel Burn (Lagan),321780,349970,321780 349970,Coordinates of Asset (Discharge Point Unavailable)
WW002064531,McCleary WwTW,GBNI8NB014,Lower Bann,283534,429927,283534 429927,Discharge Point Coordinates
WW002063941,McKinley Park WwTW,UKGBNI1NB060608235,Cully Water,293572,322877,293572 322877,Discharge Point Coordinates
WW002063809,McNally Park ST,Undefined,Undefined,221092,381214,221092 381214,Coordinates of Asset (Discharge Point Unavailable)
WW002063915,Meigh WwTW,UKGBNI1NB060608247,Flurry River (Meigh),305923,319865,305923 319865,Discharge Point Coordinates
WW002063963,Middle Braniel Road ST,UKGBNI1NE050503087,Connswater,338607,371079,338607 371079,Discharge Point Coordinates
WW002063463,Middletown WwTW,UKGBNI1NB030307096,Cor River Tributary,274929,338750,274929 338750,Discharge Point Coordinates
WW002063450,Milltown Aghory WwTW,UKGBNI1NB030308110,Ballybay River,297709,346556,297709 346556,Discharge Point Coordinates
WW002063626,Milltown Artigarvan ST,Undefined,Undefined,237124,400693,237124 400693,Coordinates of Asset (Discharge Point Unavailable)
WW002063632,Milltown Burndennet WwTW,UKGBNI1NW010101070,Burn Dennet River (Milltown),239181,404268,239181 404268,Discharge Point Coordinates
WW002064440,Milltown Maghera WwTW,UKGBNI1NB030303226,Milltown Burn,284722,399913,284722 399913,Discharge Point Coordinates
WW002063546,Milltown Maghery WwTW,UKGBNI3NB0032,Lough Neagh,293674,363016,293674 363016,Discharge Point Coordinates
WW002063532,Minterburn Road ST,Undefined,Undefined,273514,349253,273514 349253,Coordinates of Asset (Discharge Point Unavailable)
WW002063979,Moira New WwTW,UKGBNI1NE050505127,River Lagan (Lisburn),316644,360000,316644 360000,Discharge Point Coordinates
WW002063590,Molenan WwTW,UKGBNI1NW010103062,Carrigans River,239087,413633,239087 413633,Discharge Point Coordinates
WW002063717,Monea WwTW,UKGBNI1NW363604058,Sillees River (Carr),215631,348683,215631 348683,Discharge Point Coordinates
WW002064555,Moneybrannon Road 89 ST,Undefined,Undefined,285214,424977,285214 424977,Coordinates of Asset (Discharge Point Unavailable)
WW002063620,Moneycanon WwTW,UKGBNI1NW010101069,Altinaghrea Burn,249131,402669,249131 402669,Discharge Point Coordinates
WW002064523,Moneycarrie WwTW,UKGBNI1NB030308237,Agivey River (Bovagh),285756,419226,285756 419226,Discharge Point Coordinates
WW002064521,Moneydig WwTW,UKGBNI1NB030301149,Lower River Bann (Kilrea),289150,416391,289150 416391,Discharge Point Coordinates
WW002064306,Moneyglass WwTW,UKGBNI1NB030301153,Doorish Point Stream,301542,393446,301542 393446,Discharge Point Coordinates
WW002064109,Moneymore WwTW,UKGBNI1NB030304134,Ballymully River (Ballygonny),286028,382628,286028 382628,Discharge Point Coordinates
WW002064446,Moneyneany WwTW,UKGBNI1NB030303227,Douglas River,275461,396887,275461 396887,Discharge Point Coordinates
WW002064304,Moneynick Road 94 ST,UKGBNI1NB030308243,Lough Neagh Peripherals,303991,389374,303991 389374,Discharge Point Coordinates
WW002064302,Moneynick Road 118 ST,UKGBNI1NB030301163,Ivy Burn,303458,389399,303458 389399,Discharge Point Coordinates
WW002064167,Moneyreagh North WwTW,UKGBNI1NE050504081,Ballystockart River,341049,366848,341049 366848,Discharge Point Coordinates
WW002064168,Moneyreagh Road 51-55 ST,UKGBNI1NE050504081,Ballystockart River,340601,367825,340601 367825,Discharge Point Coordinates
WW002064177,Moneyreagh Road 139-141 ST,UKGBNI1NE050504023,Comber Tributary,341601,366380,341601 366380,Discharge Point Coordinates
WW004249194,Moneyscalp Newry WwTW,Undefined,Undefined,332029,333897,332029 333897,Coordinates of Asset (Discharge Point Unavailable)
WW002063853,Moneyslane WwTW,UKGBNI1NB030308187,Drumadonnell River,324269,338885,324269 338885,Discharge Point Coordinates
WW002063656,Monmurry WwTW,UKGBNI1NW363602018,Colebrooke River (Maguiresbridge),238741,342551,238741 342551,Discharge Point Coordinates
WW002063866,Monteith WwTW,UKGBNI1NB030308117,Tullyorior Tributary,317706,340510,317706 340510,Discharge Point Coordinates
WW002063729,Moorfield WwTW,UKGBNI1NW363604039,Ballinamallard River (Keenogue),230039,358679,230039 358679,Coordinates of Asset (Discharge Point Unavailable)
WW002064262,Moorfields WwTW,UKGBNI1NB030302161,Kells Water (Moorfields),318864,399229,318864 399229,Discharge Point Coordinates
WW002064149,Moss Road 76-78 ST,UKGBNI1NE050504057,Blackwater (Ards) River,346122,362755,346122 362755,Discharge Point Coordinates
WW002064496,Mosside Ballymoney WwTW,UKGBNI1NE040404035,Moss-side Water,301394,435083,301394 435083,Discharge Point Coordinates
WW002063968,Mossvale Terrace WwTW,UKGBNI1NE050503098,Eel Burn (Lagan),327210,346838,327210 346838,Coordinates of Asset (Discharge Point Unavailable)
WW002063988,Mount Ida Road ST,Undefined,Undefined,317550,349146,317550 349146,Coordinates of Asset (Discharge Point Unavailable)
WW002063916,Mountain View Drumintee WwTW,UKGBNI1NB060602038,Kilnasaggart River,303811,316376,303811 316376,Discharge Point Coordinates
WW002063885,Mountain View Tullymurry ST,Undefined,Undefined,311112,334707,311112 334707,Coordinates of Asset (Discharge Point Unavailable)
WW002063631,Mountcastle WwTW,UKGBNI1NW010101070,Burn Dennet River (Milltown),241264,405603,241264 405603,Discharge Point Coordinates
WW002063744,Mountfield WwTW,UKGBNI1NW010104070,Drumnakilly Burn,253842,377652,253842 377652,Discharge Point Coordinates
WW002064220,Mounthill WwTW,UKGBNI1NE040405046,Glynn River,337570,397576,337570 397576,Discharge Point Coordinates
WW002064473,Mountjoy Ballybeg WwTW,Undefined,Undefined,289977,367880,289977 367880,Coordinates of Asset (Discharge Point Unavailable)
WW002063751,Mountjoy Killinure WwTW,UKGBNI1NW010108258,Strule River,242619,378071,242619 378071,Discharge Point Coordinates
WW002063549,Mountnorris WwTW,UKGBNI1NB030308216,Cusher River (Mount Norris),299972,335104,299972 335104,Discharge Point Coordinates
WW002064566,Movenis Hill 17 ST,Undefined,Undefined,286190,416025,286190 416025,Coordinates of Asset (Discharge Point Unavailable)
WW002063565,Movilla Road 136-140 ST,GBNI8NE035,Strangford,352209,374846,352209 374846,Discharge Point Coordinates
WW002063480,Moy WwTW,UKGBNI1NB030308203,River Blackwater (Argory),285588,356347,285588 356347,Discharge Point Coordinates
WW002064358,Moyagall Road 115-117 ST,Undefined,Undefined,292146,401375,292146 401375,Coordinates of Asset (Discharge Point Unavailable)
WW002064567,Moyarget Road 178 ST,UKGBNI1NE040405116,Doughery Water,305254,436936,305254 436936,Discharge Point Coordinates
WW002063427,Mulderg WwTW,Undefined,Undefined,256935,409046,256935 409046,Coordinates of Asset (Discharge Point Unavailable)
WW002063451,Mullaghbane Armagh WwTW,Undefined,Undefined,291358,347176,291358 347176,Coordinates of Asset (Discharge Point Unavailable)
WW002064192,Mullaghboy Islandmagee WwTW,UKGBNI6NE030,North Channel,346798,401510,346798 401510,Discharge Point Coordinates
WW002064322,Mullaghboy Road 136-138 ST,Undefined,Undefined,293278,400158,293278 400158,Coordinates of Asset (Discharge Point Unavailable)
WW002064204,Mullaghglass Lisburn WwTW,UKGBNI1NE050503104,Derriaghy River,325137,368782,325137 368782,Discharge Point Coordinates
WW002063910,Mullaghglass Newry WwTW,UKGBNI1NB060608240,Bessbrook (Newry) River,306434,329812,306434 329812,Discharge Point Coordinates
WW002063548,Mullaghmore WwTW,UKGBNI1NB030308216,Cusher River (Mount Norris),299368,337134,299368 337134,Discharge Point Coordinates
WW002064023,Mullahead Road ST,Undefined,Undefined,303587,349918,303587 349918,Coordinates of Asset (Discharge Point Unavailable)
WW002064401,Mullan Road 35 ST,UKGBNI1NB030301147,Drumawhiskey River,296561,420293,296561 420293,Discharge Point Coordinates
WW002063713,Mullans Boa Island WwTW,UKGBNI1NW363601041,Blackslee Burn,209977,362638,209977 362638,Discharge Point Coordinates
WW002064398,Mullans WwTW,UKGBNI1NB030301070,Eden Burn,295452,417672,295452 417672,Discharge Point Coordinates
WW002063680,Mullynaburtlan WwTW,UKGBNI1NW363602025,Hollybrook River,240536,334933,240536 334933,Discharge Point Coordinates
WW002063517,Mullyroddan WwTW,UKGBNI1NB030308217,Oona Water (Eglish),272172,356987,272172 356987,Discharge Point Coordinates
WW002064291,Munie WwTW,UKGBNI1NE040403012,Glenarm River,329119,411193,329119 411193,Discharge Point Coordinates
WW002063573,Murdocks Lane 1-6 ST,UKGBNI1NE050502084,Ballyholme River,353973,378694,353973 378694,Discharge Point Coordinates
WW002063408,Myroe WwTW,UKGBNI1NW020202024,River Roe (Ballycarton),266537,425920,266537 425920,Discharge Point Coordinates
WW002064370,Navery Road ST,UKGBNI1NB030301211,Breckagh Water,301193,428552,301193 428552,Discharge Point Coordinates
WW002063585,New Road 37-39 ST,GBNI8NE028,Strangford,358932,372341,358932 372341,Discharge Point Coordinates
WW002063576,Newcastle Road 18-20 ST,GBNI8NE030,Strangford,364164,352792,364164 352792,Discharge Point Coordinates
WW002064071,Newcastle WwTW,UKGBNI6NE190,Dundrum Bay Outer,338392,329516,338392 329516,Discharge Point Coordinates
WW002064513,Newmills Road 70-72 WwTW,UKGBNI1NB030301223,Ballyversal Stream,288467,431155,288467 431155,Discharge Point Coordinates
WW002063486,Newmills WwTW,UKGBNI1NB030308222,Torrent River,281811,367349,281811 367349,Discharge Point Coordinates
WW002063874,Newry Road Rathfriland ST,Undefined,Undefined,317114,332712,317114 332712,Coordinates of Asset (Discharge Point Unavailable)
WW002063895,Newry WwTW,Undefined,Undefined,309654,323470,309654 323470,Discharge Point Coordinates
WW002064258,Newtown-Crommelin WwTW,UKGBNI1NB030302237,Skerry Water,314483,417466,314483 417466,Discharge Point Coordinates
WW002064185,Newtownards Ballyrickard WwTW,GBNI8NE034,Strangford,348898,370433,348898 370433,Discharge Point Coordinates
WW002063956,Newtownbreda WwTW,UKGBNI1NE050503108,River Lagan (Stranmillis),333934,370325,333934 370325,Discharge Point Coordinates
WW002063658,Newtownbutler WwTW,UKGBNI1NW363602028,Newtownbutler River,240511,325883,240511 325883,Discharge Point Coordinates
WW002063942,Newtownhamilton WwTW,UKGBNI1NB060608246,Creggan River,292996,326756,292996 326756,Discharge Point Coordinates
WW002063750,Newtownstewart Mill Street WwTW,UKGBNI1NW010102074,Mourne River,239770,386157,239770 386157,Discharge Point Coordinates
WW002063588,Nixons Corner WwTW,UKGBNI5NW250030,Upper Foyle,241089,414075,241089 414075,Discharge Point Coordinates
WW002064447,Noones Vale WwTW,UKGBNI1NB030303226,Milltown Burn,283824,401312,283824 401312,Discharge Point Coordinates
WW002064436,North Coast WwTW,UKGBNI6NB010,Portstewart Bay,283000,440571,283000 440571,Discharge Point Coordinates
WW002063950,North Down WwTW,UKGBNI6NE080,Belfast Lough Outer,355087,384030,355087 384030,Discharge Point Coordinates
WW002064117,Oakland Villas RBC,Undefined,Undefined,277915,377515,277915 377515,Coordinates of Asset (Discharge Point Unavailable)
WW002064317,Oaklands Broughshane ST,UKGBNI1NB030302022,Artoges River,316502,409062,316502 409062,Discharge Point Coordinates
WW002064271,Old Green WwTW,UKGBNI1NB030302014,Kells Water (Kells),314701,397531,314701 397531,Discharge Point Coordinates
WW002063954,Old Holywood Road 190-196 ST,GBNI8NE023,Lagan,339152,376902,339152 376902,Coordinates of Asset (Discharge Point Unavailable)
WW002064240,Oldstone Terrace 1-8 ST,UKGBNI1NB030306127,Dunore River,316679,383845,316679 383845,Discharge Point Coordinates
WW002063925,Oliver Plunkett WwTW,UKGBNI1NB060608235,Cully Water,297806,315412,297806 315412,Discharge Point Coordinates
WW002063812,Omagh WwTW,UKGBNI1NW010108258,Strule River,244160,376945,244160 376945,Discharge Point Coordinates
